"","cluster","Glycolysis","TCA_Cycle","OxPhos","Pentose_Phosphate","Fatty_Acid_Synthesis"
"1","Normal_Epithelial",0.0988073230372871,-0.0942432710856005,-0.259854068560147,-0.00542386447871837,-0.234045771533657
"2","Tumor_Epithelial",0.122429741740843,-0.0719718264433412,-0.258950762261244,0.0277185267081841,-0.157007200159797
